label	text_a
smile	土耳其嘅味道 自從係德國返嚟之後，就好掛住Doner kebab，行山之前，見到一間家庭作業嘅印度餐廳，趕時間嘅我，就快食一個Wrap🌯 Mixed kebab wrap($75) 估唔到又咁好食喎！kebab肉好juice，加埋生菜、dressing，完全唔覺油膩，食完䁔笠笠，好滿足！  不過貴左d law.... 好多人以為kebab 就係keep住燒嘅大肉串，以為肉質會乾淨淨，唔好食，但係地道嘅kebab肉係好juice，而且平價兼大份，最常出現係火車站嘅鋪頭，有機會去土耳其一定要試下！
ok	不過不失的海鮮dinner?? 酥炸生蠔 薑䓤炒蟹 三蝦炒飯 辣酒煮花螺(呢個我覺得最好味,酒味重,又夠辣 ) 油鹽水煮蜆 粉絲蒸元貝 飯後糖水 全餐飯都食得好開心嘅,食物味道都唔錯 唯一扣分嘅地方 >> 碟油鹽水煮蜆果D粉絲入面竟然有條繩喺度,問個職員佢話係束住粉絲嘅繩,廚師剪粉絲果時唔少心落左落去煮,不過一間酒樓犯D咁嘅錯,我覺得都要減唔少分,最後佢地免左我地茶$ 仲有一樣就係D職員得閒無事做就過黎攪下我地D花螺食晒未(湯多就咁睇唔到仲有冇),其實都幾煩下 
cry	野食好味但劣質的服務 有一排無黎食過炸脾，同男友行開呢頭 決定食下好耐無食的萬芳 去到門口滿座要等陣，問店員拎將menu睇下，黑口黑面，算 黎到呢到，基本上係一定要搭抬坐，我地叫左一個常餐一個炸脾 常餐好豐富好好食，豬骨湯再加胡椒粉係perfect match😋叉燒都好淋 男朋友就叫左個炸脾，一如以往咁好味 對面坐左位男士，叫左個lunch set Waiter前前後後行左黎幾次 同佢講無呢樣無個樣，最後話無lunch set.. 原先因為以為有lunch set的關係，個位waiter比左個大菜糕佢，當佢準備食之制，個waiter突然又衝埋黎收走左，大家都呆左望住佢，或者我諗最小可以講句因爲lunch set無左唔好意思要收返。。 最後比錢的時候，收錢姐姐收完錢之後，吹水吹得好開心，完全無諗住找錢咁，直至我地岀聲話仲有二十蚊未找。。 雖然食物係好味，但咁的服務真係好難吸引我再去 
smile	平民外賣焗飯小吃店 肉醬薯條,粗薯條即炸香,脆香厚身,加上濃郁既自家番茄肉醬,味道突出又好食 紅咖哩焗飯 $35 落單即時加芝士焗 份量非常多 雞扒肉多,紅咖哩醬汁香中帶辣 少少辣好惹味 仲有紅綠椒,薯仔 食起來好有層次 芝士有拉絲效果 其他野食都好抵食 有下次 小西灣廣場地下本灣巿埸 仲有甜品都好便宜呢! 20蚊2碗! 所有訂單都係即時製作,最好預先訂,打電話即可預約 無預訂就一般等5分鐘 焗飯下單先加芝士再焗香 所以拎到返屋企食都超香同新鮮熱辣 仲有好多款小吃供應,選擇豐富 
ok	平民級抵食午膳 係又一城上班既唔好處，就係近既地方唔算太多野食 來來去去都去上food court，膽粗粗既可以去學校博佢地唔check學生證食個頹飯 上班一族係依頭食個飯都50蚊起跳！好肉赤架 九龍塘其實行遠少少，南山邨一頭有好多茶餐廳 今日放飯就同同事去左依間到食  我叫左個咖喱煎蛋雞扒飯 同事叫左個咖哩吉列豬扒飯 賣相其實就麻麻架啦  不過勝在個份量夠多 對於我地打工一族黎講，唔填飽d個肚點得呀！ 佢依個餐  只係＄42就有飯有湯有野飲啦！係咪超讚先！？ 雖然食落個味同大部份茶記味道差唔多 但係值得一提既係塊吉列豬 師傅即叫即炸，上碟果陣塊豬扒既油仍然彈彈下 金黃色  炸得都唔錯！  食晒成個份量的確幾飽！食飽飽又要開工啦！
cry	飲食不潔，漫天要價 餐牌上海鮮全部寫時價，餐廳內亦無任何明碼時價。 詢問店員，一隻普通蟹要價近400蚊，一條魚價從300-500不等。由於價錢太貴，隨即轉去睇蝦貝。店內展出嘅蝦同蜆子都唔算新鮮。 叫咗一碟豉椒炒蜆，不但辣味很重，仲食出泥沙。食完行山時腸胃便覺得不適，之後想想可能辣味咁重就係為咗掩蓋食材唔新鮮。 今次南丫島旅程真係比呢餐飯搞衰！因為之前去長洲時，二三百蚊就有兩三個送，另送時蔬，送都可以隨意選，味道又新鮮。 我地返程係索罟灣乘船，發現索罟灣鋪頭又多美食又多。反而以「商業街」著稱嘅榕樹灣，鋪頭又少質素又差。建議大家以後食飯可以考慮去索罟灣。 
smile	服務不錯 訂位: 打電話去訂臺既時候已經感到訂位個位女士好友善, 唔似一般食市個種粗魯。 搵位: 6:30到左新陶園, 唔難搵, 去到流浮山車站左轉行一分鐘就到。 環境:　雖然無酒樓咁好，　但係比流浮山好多老店環境好，　似新裝修。 買海鮮: 之後新陶園既侍應帶左我地去買海鮮, 賣海鮮既人唔多NICE, 港人作風, 黑口黑面, 問十句答四句。下次可以搵第間海鮮檔。 味道: 我本人幾滿意， 大蝦８隻 - 味道唔錯，　真係新鮮，　但唔夠大隻，而且貴，１２０蚊斤 鮑魚仔８隻 - 鮮甜 扇貝８隻 - 一般 龍躉２千（兩食紅燒同蒸） - 紅燒做得好好，　又香，又入味 炸蠔 - 份量非常多，　應該有二十隻。炸粉什麼香口，多汁，一定要試。 另外叫左碟菜同兩支啤酒，無其他野食，　只食海鮮。平時可以叫生炒骨、豆腐、雞。 價錢：２２００，７大人，　一小朋友。平均三百一個，算係咁上下啦。 
ok	深宵打邊邊 因為朋友要好夜先收工，而且呢間打邊爐9:30後又有七折，咁就好適合我地去，地點都好方便我地。    一入去到個感覺好古色古香，用全黑木同坐木板凳，幾特別但如果坐得耐就不太舒服，最好既係佢收早上6點，可以無限坐同朋友吹水。    湯底有不同選擇，而我地選擇咗鴛鴦湯底（麻辣/酸辣腩肉）二個都好好味，加湯唔係加水係真係加同味湯底！    其他食物都不錯，9:30後食較好因為有折，如果以正價食本人覺得太貴不是太值，因分量不是太多，男仔去食可能會覺得不夠就會叫很多食物，埋單就會很貴。 
cry	都係嗰句，今時今日咁既服務…待應懶囉 叫圍餐，有汽水紅酒送，唔要紅酒加埋有10幾罐汽水，但個女待應攞晒可樂雪碧，咁多罐得2款忍唔住同佢講換幾罐橙汁汽水黎得唔得，跟住佢一野話“冇喎，跟餐“ 咁佢咁講，我都吹佢唔脹，但我個親戚就忍唔住問下經理，可唔可以轉幾罐芬達忌廉，個經理1野就ok，老實講個刻當堂火燒心，但咁多親戚喺度我做細廢事講咁多。但食到一半黎翅，放喺隔離枱放咗好耐(唔知係咪我成家人都好肚餓啦，睇得又唔食得，唉~)我老豆都忍唔住問人捨得攞黎未？唔夠人咪我地自己黎囉，俾我地食啦。最後埋單問佢地有冇泊車優惠？你答冇都仲好，答我地“有，但要入閘出張飛俾我地先得“ 妖，有心既落單同人講一聲，等我地去車場補番張啦，埋單都唔講。老實講，間野食既就間間一樣，冇話好唔好，但本來諗住一班親戚去間工業區酒樓，唔洗逼，點知……哈哈 
smile	高質自助餐 真正無限量供應 同家人慶祝生日 今次dup本少少 黎到JW 食個night buffet    被安排個位置唔錯 一坐底對住玻璃 感覺好舒服 可以睇住由日頭變夜晚 好美：） 配埋白酒 人生享受 呢個buffet 真係好高質 其他平時熱食都係普普通通既款式 但呢度全部都係高檔野食 鮑魚、花膠、海芯、蒸大蝦等等  樣樣全程都係無限量供應  唔會話只係出一轉咁少 食極都有 食幾件鮑魚、花膠等都回番本啦！！   仲有佢個甜品部都好吸引 好colorful 細細件 可以樣樣都試試    雖然價錢唔平 真係一分錢一分貨 下次大時大節都會黎食多次
ok	平價西式快餐 薩莉亞意式餐廳真係窮食之選，30蚊已經食到好飽，有飯有意粉有pizza。今次叫咗8隻辣味雞翼，味道不錯不會太辣，岩哂d5食得既朋友仔。再叫咗多利亞温泉肉醬蛋飯，一上枱就感受到係即焗，熱到出哂煙。將温泉子拌芝士肉醬飯，超級正。每拌一下都有芝士絲拉出，鍾意食芝士ge朋友必點。再叫咗蕃茄煙肉意粉和蕃茄海鮮意粉，不過比較普通。雖然蕃茄煙肉意粉上面加了芝士粉，但拌混後已經失去了芝士咩。面蕃茄海鮮意粉裏面的魷魚和青口都冇乜味，比較失色。 
cry	水準每況愈下 荔枝角多左好多小店，已經好耐無幫襯意樂，今次大家都想轉轉口味，又返到意樂擁抱 無幫襯一排，佢個menu都變左少少，價錢就無變，徘徊$45-$58不等，都係打工仔可接受嘅lunch價位！ 揀左白汁呑拿魚肉醬焗意粉，加杯熱飲！熱飲快速送到，落單左10分鐘有多，同事仔都就快食完，諗住催一催單先，叫人無人 之後侍應姐姐話幫我地跟單，查實都跟左好耐 終於送嚟喇！係熱呼呼嘅焗意粉，有一層勁厚嘅芝士係面，點知係虛有其表 白汁無味，全碟得一少塊呑拿魚，肉醬勁少肉碎，厚芝士無芝士味 有少量菇囉，無其他可取嘅地方！其實之前食嗰啲都唔差，希望只係一次半次失手，要俾時間佢改善下  
smile	荔枝角工廈有驚喜 平時都有嚟開荔枝角嘅工廈上yoga class， 男朋友好餓，想係附近食埋先歸家。 係D2place抬頭一望對面樓上鋪， 睇落幾靚，我地又想食肉，就入去了  The Americano係一樓，門面幾靚仔。 座位都好舒服，我地兩個坐左張四人卡位。 Dinner set有湯或沙律加埋飲品， 我地叫左兩份  是日餐湯 濃濃嘅南瓜味，加埋蝦肉，好鮮甜  比個whole picture引下大家先  份安格斯係咪好厚呢 連個碟都係熱辣辣架，叫左medium， 火候剛好，肉汁好多夠juicy， 脂肪分佈平均，唔會成啖油，我覺得勁滿意 珍寶大蝦同個碟咁上下大， 好細心地開左邊，最岩懶人食。 墨魚麵有d淡，配埋蝦肉食比較好。 叫左一杯matcha latte,呢度係用豆乳， 有淡淡豆香，唔會搶左抹茶味 另一杯apple tea,唔算太甜， 仲有蘋果粒粒咬下 加左一份香芋千層蛋糕， 皮夠薄，唔會太多cream， 配埋香芋感覺唔膩，好味道 令人感到滿足嘅晚餐， 下次做完運動可以再嚟試 
ok	早餐不過不失 新年流流間間都初七初八後先開巿, 今日嚟呢間試食, 之前新開勁多人排隊, 不過呢間都多分店既, 早餐餐牌種類都算多, 有啲選擇困難症, 店內侍應態度都唔算太好客, 落單後都算快上餐, 店內裝修都好有特色, 牆上掛滿碟 仿鮑火腿絲通粉配炒蛋多士 - 賣相不錯, 牛油多士最緊要唔好慳皮, 牛油多先好食, 呢間做得到, 炒蛋仲有啲蛋汁流出嚟, 仿鮑絲都有口感, 通粉都不差 漢堡扒炒蛋配公仔面 - 可惜呢個餐冇多士跟, 唔太鍾意將啲蛋放喺麵面, 感覺分上會好啲  蕃茄肉碎濃湯通粉配奶油豬 - 奶油豬唔夠脆口, 但勝在多醬汁搭救, 蕃茄濃湯都不錯 凍檸茶 - 茶底濃, 檸檬唔算新鮮, 味道一般 熱奶茶 - 茶底濃, 都有奶香, 不錯 總結 :  早餐算係咁, 價錢都係中上價, 隔幾條街新開咗間茶記, 我都好想去試, 見過有特別裝修過可以同呢間比較下 
cry	勁差 終極差，連基本關東煮都整到勁難食，真係台灣人711求其買都好食過佢！好嬲！ 枝豆呢啲最基本嘅小食都好求其，無味！入到去以為價錢唔貴，係咁嗌啦，點知黎到嘅嘢食份量少到呢... 好啦，唔夠飽，嗌個飯，啲餡無錯係珍珠米，但勁散囉，自己屋企煲都好過佢！真係唔怪得咁大間嘢，無乜人食！ 嬲到爆炸！我平時都唔會嬲到要喺到打comment,但今次真係忍唔住！ 嬲到無影相，但句句真心！ 我對食都無乜要求架啦， 估唔到呢個世界上會有間嘢差到觸動我神經！ 
smile	平靚正一家人慶生之選 媽媽生日，想簡簡單單食餐海鮮！  要推介就係佢個{{超值海鮮剔剔套餐}}$1188 for 6位！有好多款海鮮選擇，龍蝦都有得揀！  {{上湯龍蝦伊麵}} 好入味， 龍蝦炸過再燴伊麵，好索汁！龍蝦肉質彈牙，推介！ {{清蒸海老虎班}} 條魚估唔到都大條，啖啖肉，而且蒸得好滑，推介！  {{蒜茸蒸大聖子}} 好爽唔un， 蒜茸粉絲蒸海鮮係最夾既！一定好食，而且真正大聖子，有成隻手掌咁長！  {{古法炆羊腩煲}} 另一推介，熱辣辣有個爐滾住上，羊腩好淋好入味，啖啖肉，枝竹豆腐索哂d汁，冬天必食！
ok	純粹快餐 早排一落機覺得肚餓求其簡咗間太興食燒味飯，本身係機場食野就比一般食店既價錢貴但又無辦法一定要食。埋單要大約80蚊！ 好貴呀！ ！ 食咗個燒肉雞飯飯凍檸茶，燒肉同雞都太細舊好似無咩肉咁，但就有幾多舊下既，可以話當平衝返咁，味道就普通無話特別好食，但白飯煲得岩岩好唔會太硬太軟而且都好多可以食得好飽！  但因為岩落完機太肚餓所以都冇辦法，成個飯食曬架！ 另外凍檸茶唔夠甜而且好淡，唔建議大家叫。 唔合格 午餐快餐：機場太興燒味飯 
cry	扮日本上菜既港式餐廳 有日係附近做完野想食湯面，記得有朋友介紹過八沢話係隱世好野，我就特登去幫襯。 叫左碗 同 。 碗面 $78 賣相，係味千咁既樣 湯底，我唔識欣賞，總之係咸啦 (唔怪得要賣咁多款飲品) 拉面，普通超市拉面 白桃特飲 $28 絕對係無聊之作 杯底一PAT桃味糖漿 + 7-up + 冰 就咁叫罐7-up都係$12仲可能大杯D添！ 堆單過百仲要加一，擺到明係港式餐廳賣日本菜啦，扮咩隱世日本野啫？ 仲有，日本既餐廳係絕對唔會收加一，因為日本人認為餐廳有服務係應份！ 
smile	熨烤燒肉 熨烤燒肉岩晒一大班朋友黎食～～ 一大班人share食就叫左個‘肉望燃燒’set,咁就可以咩類型既肉都食下啦～～有五花肉，有肉粒，仲有豬皮，每樣食材都幾新鮮，由自己即燒即食好滿足，好好味～～ 呢度仲有我好鐘意食既爐邊蛋，等緊燒肉熟個陣，可以食下蛋，夠晒嫩滑，超正～～～ 仲有好多泡菜同豆芽既韓式小食，過下口癮！ 有個燙斗烤壓既豬腩肉，真係用個燙斗黎壓住啲肉黎燒，好特別～  除左燒肉，我仲order左水冷面同水牛城雞翼，呢兩樣食物都唔錯～
ok	矛盾對決 上海菜價錢一般唔平 都係聽朋友介紹先嚟，店舖舖面唔起眼，自己一個未必會揀  入到嚟，同一班上年紀嘅姨姨級店員落單，唔知點解同佢哋溝通好困難，最後換個個後生嘅哥哥，即刻幫我哋搞掂  一個排骨菜飯，菜飯嘅份量極多，大碟過碟頭飯，有薑同菜絲，好入味 豬排係酥炸嘅，外皮好薄帶脆，不過食落略嫌太油膩，唔知係咪因為本身舊豬排已經好肥 小籠包係我同朋友嘅摯愛，一籠8粒，新鮮蒸好，場面好「盛大」 小籠包皮都幾薄，入面包滿肉汁  擔擔麵都好有驚喜，麻醬味道十分重，湯底好濃稠，重口味人士真係要試下 如果間舖執下門面，店員再訓練下可能生意會好啲 不過又好矛盾，老店如果唔係咁嘅樣，仲有冇老店嘅風味呢 
cry	CP低&服務唔好 星期六晚黎德福行，好多地方都要等位，見依度唔多人，就入去啦。本身以為只係因為比較唔就腳，所以先咁少人。食完就知原來真係麻麻地。  我地兩個人，叫左一個羊扒，同埋一個雞肉扁意粉。食物味道方面，算係咁。羊扒叫五成真係五成，唔會overcook, 但係配菜薯好燶，同啲茄子吸哂油處理得唔係咁好。而且份量很小，兩樣野350蚊左右。兩個人，三塊包，唔知點分。  環境方面，好多地方都唔好。枱好細，好似coffee shop 咁，放兩碟嘢都唔夠位。櫈好矮，坐得唔舒服，好頂腳，高過1.7米都唔好諗喇。紙巾都唔願俾多張。好心啦，收人百幾蚊一個餐，就唔好咁計較。  員工都唔醒目，而且禮貌方面可以提升。  整體上，cp值低。 
